technology,plant_id,generator_id,capacity_mw,capacity_mwh,nameplate_capacity_mw,winter_capacity_mw,operating_year,retirement_year,historical_capacity_factor,heat_rate_mmbtu_mwh,vom_per_mwh,fom_per_mwyr
Onshore Wind Turbine,57775,WGNS,10.0,,10.0,10.0,2011,2041,0.27,,0.0,15221.0
Solar Photovoltaic,57776,1,2.0,,2.0,1.0,2009,2039,0.131,,0.0,22005.0
Solar Photovoltaic,57777,DL1,3.0,,3.0,3.0,2012,2042,0.223,,0.0,9038.0
Solar Photovoltaic,57778,KAM1,5.0,,5.0,5.0,2012,2042,0.255,,0.0,9038.0
Solar Photovoltaic,57779,DIL2,3.0,,3.0,3.0,2012,2042,0.233,,0.0,9038.0
Solar Photovoltaic,57780,KAM2,5.0,,5.0,5.0,2012,2042,0.259,,0.0,9038.0
Solar Photovoltaic,57781,DIL3,3.0,,3.0,3.0,2012,2042,0.241,,0.0,9038.0
Solar Photovoltaic,57782,KAM3,5.0,,5.0,5.0,2012,2042,0.257,,0.0,9038.0
Solar Photovoltaic,57783,BRU1,5.0,,5.0,5.0,2012,2042,0.247,,0.0,9038.0
Solar Photovoltaic,57784,BRU2,5.0,,5.0,5.0,2012,2042,0.25,,0.0,9038.0
Solar Photovoltaic,57785,BRU3,5.0,,5.0,5.0,2012,2042,0.253,,0.0,9038.0
Onshore Wind Turbine,57787,1,470.4,,470.4,470.4,2012,2042,0.383,,0.0,9688.0
Solar Photovoltaic,57790,1,14.9,,14.9,14.9,2011,2041,0.23,,0.0,15123.0
Onshore Wind Turbine,57791,WTG1,1.5,,1.5,1.5,2011,2041,0.183,,0.0,33051.0
Onshore Wind Turbine,57792,WTG1,1.0,,1.0,1.0,2011,2041,0.047,,0.0,38960.0
Natural Gas Fired Combined Cycle,57794,CT1,245.0,,260.0,265.0,2018,2073,0.772,7.05,2.497404678,4152.100625
Natural Gas Fired Combined Cycle,57794,CT2,245.0,,260.0,265.0,2018,2073,0.772,7.05,2.497404678,4152.100625
Natural Gas Fired Combined Cycle,57794,ST1,225.0,,260.0,230.0,2018,2073,0.772,7.05,2.497404678,4152.100625
Solar Photovoltaic,57795,1,4.5,,4.5,4.5,2011,2041,0.211,,0.0,17020.0
Solar Photovoltaic,57796,1,1.2,,1.2,1.2,2012,2042,0.167,,0.0,9038.0
Solar Photovoltaic,57797,1,1.3,,1.3,1.3,2012,2042,0.171,,0.0,9038.0
Solar Photovoltaic,57799,1,1.4,,1.4,1.4,2011,2041,0.107,,0.0,20364.0
Onshore Wind Turbine,57800,BISO2,105.0,,105.0,105.0,2012,2042,0.318,,0.0,9688.0
Onshore Wind Turbine,57801,BISO3,105.0,,105.0,105.0,2012,2042,0.321,,0.0,9688.0
Onshore Wind Turbine,57802,MV1,203.0,,203.0,203.0,2012,2042,0.3,,0.0,9688.0
Onshore Wind Turbine,57803,T1-6,3.0,,3.0,3.0,2011,2041,0.212,,0.0,22396.0
Solar Photovoltaic,57806,DIL4,0.4,,0.4,0.4,2012,2042,0.0,,0.0,9038.0
Batteries,54639,BESS1,14.0,14.0,14.0,14.0,2023,2038,0.85,,0.0,17250.0
Batteries,66400,OCBEX,100.0,290.0,100.0,100.0,2025,2040,0.85,,0.0,12544.0
Batteries,645,BESS1,12.6,25.2,12.6,12.6,2017,2032,0.0,,0.0,17250.0
Batteries,68181,BELMB,100.0,290.0,100.0,100.0,2026,2041,,,,
Batteries,64636,92JTB,200.0,580.0,200.0,200.0,2025,2040,0.85,,0.0,12544.0
Onshore Wind Turbine,57813,TURB1,1.2,,1.25,1.2,2011,2041,0.252,,0.0,26460.0
Onshore Wind Turbine,57813,TURB1,1.2,,1.25,1.2,2011,2041,0.252,,0.0,26460.0
Onshore Wind Turbine,57813,TURB2,1.2,,1.25,1.2,2011,2041,0.265,,0.0,26404.0
Onshore Wind Turbine,57813,TURB2,1.2,,1.25,1.2,2011,2041,0.265,,0.0,26404.0
Solar Photovoltaic,57816,MCK1,5.0,,5.0,5.0,2012,2042,0.268,,0.0,9038.0
Solar Photovoltaic,57817,MCK2,5.0,,5.0,5.0,2012,2042,0.269,,0.0,9038.0
Solar Photovoltaic,57818,MCK3,5.0,,5.0,5.0,2012,2042,0.269,,0.0,9038.0
Solar Photovoltaic,57819,MCK4,5.0,,5.0,5.0,2012,2042,0.267,,0.0,9038.0
Solar Photovoltaic,57820,MCK5,5.0,,5.0,5.0,2012,2042,0.267,,0.0,9038.0
Solar Photovoltaic,57821,MCK6,5.0,,5.0,5.0,2012,2042,0.266,,0.0,9038.0
Onshore Wind Turbine,57823,WTG1,0.4,,1.7,0.7,2005,2035,0.972,,0.0,70161.0
Batteries,64993,BB1BA,22.0,88.0,22.0,22.0,2022,2037,0.0,,0.0,17250.0
Landfill Gas,56957,LFG5,1.6,,1.6,1.6,2013,2113,0.535,13.5,3.136,10167.0
Batteries,64993,BB2BA,18.0,72.0,18.0,18.0,2022,2037,0.0,,0.0,17250.0
Conventional Steam Coal,6254,1,363.844,,377.468,372.476,2015,2056,0.54,10.808,0.522375248,10328.70191
Onshore Wind Turbine,57830,NORD,5.5,,5.5,5.5,2012,2042,0.343,,0.0,9688.0
Onshore Wind Turbine,57830,NORD,44.5,,44.5,44.5,2012,2042,0.343,,0.0,9688.0
Solar Photovoltaic,57831,1,1.3,,1.5,1.5,2012,2042,0.182,,0.0,9038.0
Onshore Wind Turbine,57832,NORD,30.6,,31.5,30.6,2012,2042,0.426,,0.0,9688.0
Onshore Wind Turbine,57832,NORD,3.4,,3.5,3.4,2012,2042,0.426,,0.0,9688.0
Onshore Wind Turbine,57833,AW06,150.0,,150.0,150.0,2012,2042,0.208,,0.0,9688.0
Onshore Wind Turbine,57834,AW07,168.0,,168.0,168.0,2012,2042,0.191,,0.0,9688.0
Onshore Wind Turbine,57835,AW08,150.0,,150.0,150.0,2012,2042,0.155,,0.0,9688.0
Solar Photovoltaic,57836,TSM,1.3,,1.5,1.5,2012,2042,0.217,,0.0,9038.0
Onshore Wind Turbine,57837,AW09,132.0,,132.0,132.0,2012,2042,0.181,,0.0,9688.0
Solar Photovoltaic,57838,D2MA,2.0,,2.0,2.0,2012,2042,0.162,,0.0,9038.0
Natural Gas Fired Combined Cycle,57839,CT001,208.5,,222.7,224.6,2015,2070,0.661,7.05,1.034886227,4152.100625
Natural Gas Fired Combined Cycle,57839,CT002,205.8,,222.7,226.3,2015,2070,0.661,7.05,1.034886227,4152.100625
Natural Gas Fired Combined Cycle,57839,ST001,312.5,,327.5,309.5,2015,2070,0.661,7.05,1.034886227,4152.100625
Solar Photovoltaic,57840,1,1.1,,1.1,1.1,2011,2041,0.134,,0.0,26942.0
Solar Photovoltaic,57841,1,1.1,,1.1,1.1,2011,2041,0.122,,0.0,27780.0
Natural Gas Fired Combustion Turbine,57842,1A,154.0,,192.0,182.0,1995,2050,0.113,10.828,1.616,15767.0
Onshore Wind Turbine,57844,1,99.0,,99.0,99.0,2012,2042,0.295,,0.0,9688.0
Conventional Steam Coal,6254,1,335.856,,348.432,343.824,2015,2056,0.54,10.808,0.522375248,10328.70191
Wood/Wood Waste Biomass,56847,STG,37.5,,43.0,37.5,2013,2058,0.721,13.5,3.407,61088.0
Solar Photovoltaic,57848,SOLAR,1.0,,1.0,1.0,2013,2043,0.13,,0.0,7714.0
Solar Photovoltaic,57849,GASF1,2.8,,3.0,2.0,2012,2042,0.262,,0.0,9038.0
Solar Photovoltaic,57850,GASF2,0.9,,1.0,0.7,2012,2042,0.279,,0.0,9038.0
Onshore Wind Turbine,57851,1,64.0,,64.0,64.0,2012,2042,0.441,,0.0,9688.0
Onshore Wind Turbine,57852,1,32.0,,32.0,32.0,2012,2042,0.397,,0.0,9688.0
Onshore Wind Turbine,57853,1,14.0,,14.4,14.0,2012,2042,0.414,,0.0,9688.0
Onshore Wind Turbine,57855,1,1.6,,1.6,1.6,2011,2041,0.259,,0.0,35475.0
Onshore Wind Turbine,57858,1,200.0,,200.0,200.0,2012,2042,0.394,,0.0,2289.0
Solar Photovoltaic,57859,1,87.5,,87.5,87.5,2016,2046,0.28,,0.0,7714.0
Solar Photovoltaic,57859,1,162.5,,162.5,162.5,2016,2046,0.28,,0.0,7714.0
Solar Photovoltaic,57860,1,1.5,,1.5,1.5,2012,2042,0.135,,0.0,9038.0
Landfill Gas,57861,UNT1,1.5,,1.6,1.5,2007,2107,0.793,13.5,2.864,163984.0
Landfill Gas,57861,UNT2,1.5,,1.6,1.5,2007,2107,0.793,13.5,2.856,163984.0
Onshore Wind Turbine,57862,1,200.0,,200.0,200.0,2012,2042,0.352,,0.0,9688.0
Solar Photovoltaic,57863,UNIT1,2.4,,2.4,2.4,2011,2041,0.141,,0.0,15543.0
Solar Photovoltaic,57864,2LOT7,0.5,,0.5,0.5,2009,2039,0.101,,0.0,15852.0
Solar Photovoltaic,57864,LOT7,0.5,,0.5,0.5,2009,2039,0.104,,0.0,15852.0
Solar Photovoltaic,57864,SAC,0.3,,0.3,0.3,2009,2039,0.101,,0.0,15852.0
Natural Gas Internal Combustion Engine,57865,E01,9.0,,9.3,9.3,2011,2066,0.177,10.745,1.74861846,343.60217
Natural Gas Internal Combustion Engine,57865,E02,9.1,,9.3,9.3,2011,2066,0.178,10.745,1.74861846,343.60217
Natural Gas Internal Combustion Engine,57865,E03,9.0,,9.3,9.3,2011,2066,0.177,10.745,1.74861846,343.60217
Natural Gas Internal Combustion Engine,57865,E04,9.0,,9.3,9.3,2011,2066,0.177,10.745,1.74861846,343.60217
Natural Gas Internal Combustion Engine,57865,E05,9.0,,9.3,9.3,2011,2066,0.177,10.745,1.74861846,343.60217
Natural Gas Internal Combustion Engine,57865,E06,9.1,,9.3,9.3,2011,2066,0.178,10.745,1.74861846,343.60217
Natural Gas Internal Combustion Engine,57865,E07,8.7,,9.3,9.3,2011,2066,0.174,10.745,1.74861846,343.60217
Natural Gas Internal Combustion Engine,57865,E08,9.1,,9.3,9.3,2011,2066,0.178,10.745,1.74861846,343.60217
Natural Gas Internal Combustion Engine,57865,E09,9.2,,9.3,9.3,2011,2066,0.179,10.745,1.74861846,343.60217
Natural Gas Internal Combustion Engine,57865,E10,9.1,,9.3,9.3,2011,2066,0.178,10.745,1.74861846,343.60217
Natural Gas Internal Combustion Engine,57865,E11,9.1,,9.3,9.3,2011,2066,0.178,10.745,1.74861846,343.60217
Natural Gas Internal Combustion Engine,57865,E12,8.9,,9.3,9.3,2011,2066,0.176,10.745,1.74861846,343.60217
Natural Gas Internal Combustion Engine,57865,E13,9.1,,9.3,9.3,2011,2066,0.178,10.745,1.74861846,343.60217
Natural Gas Internal Combustion Engine,57865,E14,9.0,,9.3,9.3,2011,2066,0.177,10.745,1.74861846,343.60217
Natural Gas Internal Combustion Engine,57865,E15,9.1,,9.3,9.3,2011,2066,0.178,10.745,1.74861846,343.60217
Natural Gas Internal Combustion Engine,57865,E16,8.4,,9.3,9.3,2011,2066,0.171,10.745,1.74861846,343.60217
Natural Gas Internal Combustion Engine,57865,E17,9.1,,9.3,9.3,2011,2066,0.178,10.745,1.74861846,343.60217
Natural Gas Internal Combustion Engine,57865,E18,9.0,,9.3,9.3,2011,2066,0.177,10.745,1.74861846,343.60217
Onshore Wind Turbine,57866,PWR,78.2,,78.2,78.2,2011,2041,0.318,,0.0,7323.0
Onshore Wind Turbine,57867,1,51.3,,51.3,51.3,2011,2041,0.244,,0.0,4451.0
Onshore Wind Turbine,57867,2,4.1,,4.1,4.1,2012,2042,0.244,,0.0,13321.0
Solar Photovoltaic,57868,UNIT1,0.5,,0.5,0.5,2011,2026,0.153,,0.0,7714.0
Solar Photovoltaic,57868,UNIT2,0.3,,0.3,0.3,2011,2026,0.149,,0.0,7714.0
Solar Photovoltaic,57868,UNIT3,0.3,,0.3,0.3,2016,2026,0.153,,0.0,7714.0
Solar Photovoltaic,57868,UNIT4,0.7,,0.7,0.7,2011,2031,0.123,,0.0,9730.0
Solar Photovoltaic,57869,HH,0.5,,0.5,0.5,2012,2027,0.158,,0.0,7714.0
Solar Photovoltaic,57869,HII,0.4,,0.4,0.4,2012,2027,0.158,,0.0,7714.0
Solar Photovoltaic,57869,HJC,0.2,,0.2,0.2,2012,2027,0.158,,0.0,7714.0
Solar Photovoltaic,57869,HM,0.8,,0.8,0.8,2013,2028,0.158,,0.0,7714.0
Solar Photovoltaic,57869,UNIT1,2.7,,2.7,2.7,2011,2027,0.158,,0.0,16500.0
Natural Gas Internal Combustion Engine,57872,UNIT1,8.7,,9.3,9.3,2012,2067,0.112,10.745,14.23226102,1230.331313
Natural Gas Internal Combustion Engine,57872,UNIT2,8.7,,9.3,9.3,2012,2067,0.112,10.745,14.23226102,1230.331313
Natural Gas Internal Combustion Engine,57872,UNIT3,8.7,,9.3,9.3,2012,2067,0.112,10.745,14.23226102,1230.331313
Natural Gas Internal Combustion Engine,57872,UNIT4,8.7,,9.3,9.3,2012,2067,0.112,10.745,14.23226102,1230.331313
Natural Gas Internal Combustion Engine,57872,UNIT5,8.7,,9.3,9.3,2012,2067,0.112,10.745,14.23226102,1230.331313
Onshore Wind Turbine,57873,EWF,200.0,,207.1,200.0,2012,2042,0.392,,0.0,9688.0
Onshore Wind Turbine,57874,VIIWF,44.6,,44.6,44.6,2013,2043,0.35,,0.0,13321.0
Onshore Wind Turbine,57874,VIWF,105.6,,105.6,105.6,2012,2042,0.35,,0.0,9688.0
Onshore Wind Turbine,57875,MLWF,100.9,,110.9,100.9,2012,2042,0.369,,0.0,9688.0
Landfill Gas,57876,UNT1,1.5,,1.6,1.5,2009,2109,0.756,13.5,5.662,352612.0
Solar Photovoltaic,57879,SALI,1.0,,1.0,1.0,2011,2041,0.178,,0.0,21305.0
Onshore Wind Turbine,57880,1,2.5,,2.5,2.5,2011,2041,0.124,,0.0,29424.0
Natural Gas Fired Combustion Turbine,57881,1,42.0,,60.5,45.0,2013,2068,0.269,11.027,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,57881,2,42.0,,60.5,45.0,2014,2069,0.269,11.027,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,57881,3,42.0,,60.5,45.0,2014,2069,0.269,11.027,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,57881,4,210.2,,245.7,228.2,2025,2080,0.924,9.142,0.53,2960.0
Natural Gas Fired Combustion Turbine,57881,5,210.2,,245.7,228.2,2025,2080,0.924,9.142,0.53,2960.0
Natural Gas Internal Combustion Engine,57881,11,8.9,,9.3,8.9,2017,2072,0.508,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,57881,12,8.9,,9.3,8.9,2017,2072,0.508,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,57881,13,8.9,,9.3,8.9,2017,2072,0.508,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,57881,14,8.9,,9.3,8.9,2017,2072,0.508,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,57881,15,8.9,,9.3,8.9,2017,2072,0.508,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,57881,16,8.9,,9.3,8.9,2017,2072,0.508,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,57881,17,8.9,,9.3,8.9,2017,2072,0.508,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,57881,18,8.9,,9.3,8.9,2017,2072,0.508,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,57881,19,8.9,,9.3,8.9,2017,2072,0.508,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,57881,20,8.9,,9.3,8.9,2017,2072,0.508,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,57881,21,8.9,,9.3,8.9,2017,2072,0.508,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,57881,22,8.9,,9.3,8.9,2017,2072,0.508,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,57881,31,18.3,,18.8,18.3,2025,2080,0.924,9.142,0.53,2960.0
Natural Gas Internal Combustion Engine,57881,32,18.3,,18.8,18.3,2025,2080,0.924,9.142,0.53,2960.0
Natural Gas Internal Combustion Engine,57881,33,18.3,,18.8,18.3,2025,2080,0.924,9.142,0.53,2960.0
Natural Gas Internal Combustion Engine,57881,34,18.3,,18.8,18.3,2025,2080,0.924,9.142,0.53,2960.0
Natural Gas Internal Combustion Engine,57881,35,18.3,,18.8,18.3,2025,2080,0.924,9.142,0.53,2960.0
Natural Gas Internal Combustion Engine,57881,36,18.3,,18.8,18.3,2025,2080,0.924,9.142,0.53,2960.0
Solar Photovoltaic,57882,BSH1,1.4,,1.4,1.4,2012,2042,0.128,,0.0,9038.0
Solar Photovoltaic,57883,GEN1,18.6,,19.0,18.6,2012,2042,0.287,,0.0,9038.0
Landfill Gas,56958,GEN4,1.6,,1.6,1.6,2012,2112,0.524,13.5,1.868,148417.0
Landfill Gas,57015,GEN10,1.6,,1.6,1.6,2014,2114,0.826,13.5,3.136,10167.0
Landfill Gas,57015,GEN11,1.6,,1.6,1.6,2014,2114,0.826,13.5,3.136,10167.0
Landfill Gas,57015,GEN12,1.6,,1.6,1.6,2014,2114,0.826,13.5,3.136,10167.0
Landfill Gas,57015,GEN9,1.6,,1.6,1.6,2014,2114,0.826,13.5,3.136,10167.0
Onshore Wind Turbine,57887,1,27.3,,27.3,27.3,2012,2042,0.326,,0.0,9688.0
Onshore Wind Turbine,57888,1,59.4,,59.4,59.4,2012,2042,0.375,,0.0,9688.0
Solar Photovoltaic,57891,1,20.0,,20.0,20.0,2013,2043,0.205,,0.0,9038.0
Solar Photovoltaic,57892,1,20.0,,20.0,20.0,2013,2043,0.177,,0.0,9038.0
Natural Gas Internal Combustion Engine,57893,LFG1,1.0,,1.1,1.0,2012,2067,0.326,12.4,1.868,148417.0
Landfill Gas,57165,GEN1,1.6,,1.6,1.6,2011,2111,0.886,13.5,1.713,75890.0
Landfill Gas,57165,GEN2,1.6,,1.6,1.6,2011,2111,0.886,13.5,1.709,75890.0
Landfill Gas,57166,GEN1,1.6,,1.6,1.6,2012,2112,0.8,13.5,1.868,148417.0
Landfill Gas,57166,GEN2,1.6,,1.6,1.6,2012,2112,0.8,13.5,1.868,148417.0
Landfill Gas,57186,GEN5,1.6,,1.6,1.6,2011,2111,0.325,13.5,2.351,49572.0
Petroleum Liquids,57899,1,1.6,,1.7,1.6,2001,2051,0.003,25.0,2.740763267,1230.331313
Petroleum Liquids,57899,2,1.6,,1.7,1.6,1999,2049,0.003,25.0,2.740763267,1230.331313
Petroleum Liquids,57899,3,1.6,,1.7,1.6,1999,2049,0.003,25.0,2.740763267,1230.331313
Natural Gas Internal Combustion Engine,57899,4,1.9,,2.0,1.9,2004,2059,0.056,12.432,1.370381634,1230.331313
Natural Gas Internal Combustion Engine,57899,5,1.9,,2.0,1.9,2004,2059,0.056,12.433,1.370381634,1230.331313
Natural Gas Internal Combustion Engine,57899,6,1.9,,2.0,1.9,2006,2061,0.056,12.433,1.370381634,1230.331313
Natural Gas Internal Combustion Engine,57899,7,1.9,,2.0,1.9,2007,2062,0.056,12.433,1.370381634,1230.331313
Natural Gas Internal Combustion Engine,57899,8,1.9,,2.0,1.9,2007,2062,0.056,12.433,1.370381634,1230.331313
Natural Gas Fired Combined Cycle,57901,5,195.0,,198.0,195.0,2013,2068,0.069,9.077,1.830270212,9967.508746
Natural Gas Fired Combined Cycle,57901,6,60.0,,70.7,60.0,2013,2068,0.069,9.077,1.830270212,9967.508746
Natural Gas Fired Combined Cycle,57901,7,195.0,,198.0,195.0,2013,2068,0.069,9.077,1.830270212,9967.508746
Natural Gas Fired Combined Cycle,57901,8,60.0,,70.7,60.0,2013,2068,0.069,9.077,1.830270212,9967.508746
Landfill Gas,2678,ENG13,3.0,,3.0,3.0,2024,2124,0.9,8.513,3.136,10167.0
Conventional Steam Coal,55856,PC1,189.895,,205.739,189.895,2012,2087,0.835,9.487,1.11093286,25956.4892
Conventional Steam Coal,55856,PC2,189.895,,205.739,189.895,2012,2087,0.849,9.525,1.11093286,25956.4892
Solar Photovoltaic,57904,CHNO,1.5,,1.5,1.5,2012,2042,0.134,,0.0,9038.0
Wood/Wood Waste Biomass,57909,GEN1,55.0,,60.0,55.0,2013,2058,0.81,13.5,3.407,61088.0
Landfill Gas,57186,GEN6,1.6,,1.6,1.6,2011,2111,0.325,13.5,2.351,49572.0
Landfill Gas,57403,GEN1,1.6,,1.6,1.6,2012,2112,0.703,13.5,1.868,148417.0
Landfill Gas,57403,GEN2,1.6,,1.6,1.6,2012,2112,0.703,13.5,1.868,148417.0
Landfill Gas,57404,GEN1,1.6,,1.6,1.6,2012,2112,0.938,13.5,1.868,148417.0
Landfill Gas,57404,GEN2,1.6,,1.6,1.6,2013,2113,0.938,13.5,3.136,10167.0
Solar Photovoltaic,57912,1,20.0,,20.0,20.0,2012,2042,0.167,,0.0,9038.0
Onshore Wind Turbine,57913,1,143.0,,143.0,143.0,2017,2047,0.295,,0.0,13321.0
Onshore Wind Turbine,57927,1,188.0,,188.0,188.0,2014,2044,0.284,,0.0,13321.0
Solar Photovoltaic,57930,UAST,1.9,,1.9,1.9,2011,2041,0.105,,0.0,19589.0
Solar Photovoltaic,57931,PV1,2.7,,2.7,2.7,2011,2041,0.169,,0.0,16849.0
Solar Photovoltaic,57933,1,2.0,,2.0,2.0,2012,2042,0.202,,0.0,7714.0
Solar Photovoltaic,57934,DOMA,2.0,,2.0,2.0,2012,2042,0.225,,0.0,9038.0
Solar Photovoltaic,57939,1,1.0,,1.0,1.0,2011,2041,0.127,,0.0,7714.0
Solar Photovoltaic,57939,2,1.0,,1.0,1.0,2011,2041,0.127,,0.0,7714.0
Solar Photovoltaic,57941,PV1,1.8,,1.8,1.8,2012,2042,0.173,,0.0,9038.0
Solar Photovoltaic,57942,PV1,1.2,,1.2,1.2,2012,2042,0.182,,0.0,9038.0
Natural Gas Fired Combustion Turbine,57943,1,40.0,,60.5,45.0,2013,2068,0.422,10.745,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,57943,2,40.0,,60.5,45.0,2015,2070,0.422,10.745,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,57943,3,40.0,,60.5,45.0,2015,2070,0.422,10.745,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,57943,4,40.0,,60.5,45.0,2017,2072,0.422,10.745,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,57943,5,40.0,,60.5,45.0,2017,2072,0.422,10.745,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,57943,6,40.0,,60.5,45.0,2021,2076,0.391,10.745,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,3291,GT6,40.3,,65.4,56.7,2025,2080,0.924,9.142,0.53,2960.0
Natural Gas Fired Combustion Turbine,61956,CHPP,3.5,,3.5,3.5,2019,2074,0.696,12.439,2.276,3541.0
Natural Gas Fired Combustion Turbine,57946,UNIT1,12.0,,13.8,13.8,2015,2070,0.04,11.498,2.740763267,1230.331313
Natural Gas Fired Combustion Turbine,57946,UNIT2,12.0,,13.8,13.8,2015,2070,0.04,11.5,2.740763267,1230.331313
Onshore Wind Turbine,57947,GEN,50.4,,50.4,50.4,2011,2041,0.293,,0.0,2433.0
Solar Photovoltaic,57948,OAK,10.0,,10.0,10.0,2011,2041,0.171,,0.0,14587.0
Solar Photovoltaic,57951,1,1.0,,1.0,1.0,2011,2041,0.148,,0.0,24193.0
Onshore Wind Turbine,57956,1,100.8,,100.8,100.8,2011,2041,0.376,,0.0,3274.0
Solar Photovoltaic,57959,1,6.3,,6.3,6.3,2014,2044,0.222,,0.0,7714.0
Solar Photovoltaic,57960,1,80.0,,80.0,80.0,2026,2056,0.212,,0.0,7714.0
Onshore Wind Turbine,57962,BT1,102.0,,102.0,102.0,2012,2042,0.284,,0.0,9688.0
Onshore Wind Turbine,57963,MS01,10.0,,10.0,10.0,2012,2042,0.254,,0.0,13321.0
Onshore Wind Turbine,57964,1,109.5,,109.5,109.5,2012,2042,0.347,,0.0,9688.0
Onshore Wind Turbine,57965,MS02,10.0,,10.0,10.0,2012,2042,0.303,,0.0,13321.0
Onshore Wind Turbine,57968,CGWF,2.4,,2.5,2.4,2012,2042,0.256,,0.0,9688.0
Onshore Wind Turbine,57968,CGWF,2.4,,2.5,2.4,2012,2042,0.256,,0.0,9688.0
Onshore Wind Turbine,57973,GEN1,161.0,,161.0,161.0,2012,2042,0.418,,0.0,9688.0
Onshore Wind Turbine,57974,GEN1,161.0,,161.0,161.0,2012,2042,0.36,,0.0,9688.0
Onshore Wind Turbine,57975,GEN1,108.0,,108.0,108.0,2012,2042,0.364,,0.0,9688.0
Onshore Wind Turbine,57976,1,80.0,,80.0,80.0,2012,2042,0.367,,0.0,9688.0
Natural Gas Internal Combustion Engine,57977,ENG1,2.8,,3.1,3.0,2010,2065,0.702,10.745,1.370381634,1230.331313
Natural Gas Internal Combustion Engine,57977,ENG2,2.8,,3.1,3.0,2010,2065,0.702,10.745,1.370381634,1230.331313
Natural Gas Fired Combined Cycle,57978,CT1,178.0,,185.0,190.0,2012,2067,0.476,7.108,0.586306337,8987.410604
Natural Gas Fired Combined Cycle,57978,ST1,95.0,,103.9,96.0,2012,2067,0.476,7.108,0.586306337,8987.410604
Onshore Wind Turbine,57979,KCW,65.0,,65.0,65.0,2012,2042,0.289,,0.0,9688.0
Onshore Wind Turbine,57980,WTG,14.5,,14.5,14.5,2012,2042,0.348,,0.0,9688.0
Onshore Wind Turbine,57980,WTG,14.5,,14.5,14.5,2012,2042,0.348,,0.0,9688.0
Onshore Wind Turbine,57981,GEN1,150.0,,150.0,150.0,2012,2042,0.371,,0.0,9688.0
Solar Photovoltaic,57982,PV-1,0.5,,0.5,0.5,2010,2040,0.156,,0.0,38928.0
Solar Photovoltaic,57982,PV-2,0.6,,0.6,0.6,2010,2040,0.156,,0.0,38582.0
Onshore Wind Turbine,57983,1,211.0,,211.0,211.0,2014,2044,0.388,,0.0,13321.0
Onshore Wind Turbine,57983,2,165.0,,165.0,165.0,2015,2045,0.388,,0.0,13321.0
Onshore Wind Turbine,57984,LWEP,100.8,,100.8,100.8,2012,2042,0.292,,0.0,9688.0
Solar Photovoltaic,57985,1,13.6,,12.0,13.6,2012,2042,0.243,,0.0,9038.0
Solar Photovoltaic,57986,1,10.0,,10.0,10.0,2012,2042,0.255,,0.0,9038.0
Onshore Wind Turbine,57987,1,290.763,,290.763,290.763,2012,2042,0.295,,0.0,9688.0
Onshore Wind Turbine,57987,1,2.937,,2.937,2.937,2012,2042,0.295,,0.0,9688.0
Landfill Gas,57988,GEN1,0.8,,0.8,0.8,2004,2104,0.708,13.5,2.136,211426.0
Landfill Gas,57988,GEN2,0.8,,0.8,0.8,2004,2104,0.708,13.5,2.136,211426.0
Landfill Gas,57988,GEN3,0.8,,0.8,0.8,2004,2104,0.708,13.5,2.136,211426.0
Landfill Gas,57408,GEN1,1.6,,1.6,1.6,2012,2112,0.739,13.5,1.868,148417.0
Solar Photovoltaic,57989,GSMA,3.2,,3.2,3.2,2012,2042,0.159,,0.0,9038.0
Solar Photovoltaic,57990,SSMA,2.5,,2.5,2.5,2012,2042,0.191,,0.0,9038.0
Onshore Wind Turbine,57991,1,75.0,,75.0,75.0,2012,2042,0.272,,0.0,9688.0
Solar Photovoltaic,57992,BSMA,1.1,,1.1,1.1,2012,2042,0.153,,0.0,9038.0
Solar Photovoltaic,57993,DSL1,10.0347,,10.0347,10.0347,2013,2043,0.247,,0.0,9038.0
Solar Photovoltaic,57993,DSL1,0.0403,,0.0403,0.0403,2013,2043,0.247,,0.0,9038.0
Solar Photovoltaic,57993,DSL1,10.075,,10.075,10.075,2013,2043,0.247,,0.0,9038.0
